Wlgth	Ta	Wlgth	Ta 0°	Wlgth	Ra 0°
903	1	750.507054523094	0.043786480848354	750.507054523094	99.8060985283017
904	1	750.587185192461	0.0431846606612578	750.587185192461	99.8072953674117
905	1	750.667332974552	0.0425939596003699	750.667332974552	99.8084742262769
906	1	750.747497874849	0.0420141326580301	750.747497874849	99.8096354568532
907	1	750.827679898836	0.0414449410914036	750.827679898836	99.8107794026522
908	1	750.907879052002	0.0408861522407551	750.907879052002	99.8119063989752
909	1	750.988095339834	0.0403375393536089	750.988095339834	99.8130167731411
910	1	751	0.0402569848116226	751	99.8131801435705
911	1	751.068328767826	0.0397988814145918	751.068328767826	99.8141108447075
912	1	751.148579341471	0.0392699629807619	751.148579341471	99.8151889256835
913	1	751.228847066266	0.0387505740222379	751.228847066266	99.8162513207375
914	1	751.30913194771	0.038240509767902	751.30913194771	99.8172983273972
915	1	751.389433991304	0.0377395705560421	751.389433991304	99.8183302362443
916	1	751.469753202552	0.0372475616897305	751.469753202552	99.8193473311025
917	1	751.550089586959	0.0367642932967853	751.550089586959	99.8203498892203
918	1	751.630443150035	0.0362895801941466	751.630443150035	99.8213381814478
919	1	751.710813897289	0.0358232417565192	751.710813897289	99.8223124724082
920	1	751.791201834235	0.0353651017891289	751.791201834235	99.8232730206645
921	1	751.871606966387	0.0349149884044574	751.871606966387	99.8242200788799
922	1	751.952029299265	0.0344727339028039	751.952029299265	99.8251538939756
923	1	752	0.0342126543149099	752	99.8257046009622
924	1	752.032468838387	0.0340381746565615	752.032468838387	99.8260747072809
925	1	752.112925589277	0.0336111509980634	752.112925589277	99.8269827546815
926	1	752.19339955746	0.0331915071108858	752.19339955746	99.8278782667622
927	1	752.273890748461	0.0327790909244879	752.273890748461	99.8287614689443
928	1	752.354399167812	0.0323737540120763	752.354399167812	99.8296325816214
929	1	752.434924821043	0.0319753514915839	752.434924821043	99.830491820289
