Wlgth	Ta	Wlgth	Ta 0°	Wlgth	Ra 0°
		767.970163993166	0.000278261265651558	767.970163993166	99.932629980088
		768	0.000277492907153577	768	99.9326422890153
		768.054067282564	0.000276109115899305	768.054067282564	99.9326644901294
		768.137988907391	0.00027398302028157	768.137988907391	99.9326986892256
		768.221928873658	0.000271882516613908	768.221928873658	99.9327325736995
		768.305887187378	0.000269807223345289	768.305887187378	99.932766144172
		768.389863854568	0.000267756747217296	768.389863854568	99.932799399698
		768.473858881247	0.000265730795666437	768.473858881247	99.9328323469886
		768.557872273435	0.000263729053076889	768.557872273435	99.9328649906268
		768.641904037157	0.000261751186903255	768.641904037157	99.932897333335
		768.72595417844	0.000259796824525574	768.72595417844	99.9329293737749
		768.810022703313	0.000257865579294711	768.810022703313	99.9329611102497
		768.894109617808	0.000255957152951876	768.894109617808	99.9329925462086
		768.978214927959	0.000254071264108374	768.978214927959	99.9330236858003
		769	0.000253586483622002	769	99.9330317024219
		769.062338639805	0.000252207623161939	769.062338639805	99.9330545308787
		769.146480759384	0.000250365907217293	769.146480759384	99.9330850833298
		769.23064129274	0.000248545809286135	769.23064129274	99.9331153449997
		769.314820245917	0.0002467470870995	769.314820245917	99.9331453231799
		769.399017624964	0.000244969391367401	769.399017624964	99.9331750141183
		769.483233435931	0.000243212418255701	769.483233435931	99.9332044185407
		769.567467684871	0.00024147583050415	769.567467684871	99.9332335347588
		769.651720377839	0.000239759422632627	769.651720377839	99.9332623690425
		769.735991520896	0.000238062920426869	769.735991520896	99.9332909230696
		769.8202811201	0.000236386054316014	769.8202811201	99.9333191985045
		769.904589181517	0.0002347285607327	769.904589181517	99.9333471970417
		769.988915711213	0.000233090244805392	769.988915711213	99.9333749232461
		770	0.000232876337396949	770	99.9333785471772
		770.073260715256	0.000231470835518179	770.073260715256	99.9334023780251
		770.157624199719	0.000229870029596818	770.157624199719	99.9334295606799
		770.242006170675	0.000228287488626247	770.242006170675	99.9334564688726
		770.326406634203	0.000226723028795225	770.326406634203	99.9334831068341
		770.410825596381	0.000225176439835627	770.410825596381	99.9335094774094
		770.495263063292	0.000223647483422211	770.495263063292	99.9335355820615
		770.579719041021	0.000222135928523696	770.579719041021	99.9335614223361
		770.664193535657	0.00022064154595843	770.664193535657	99.9335869997071
		770.748686553288	0.00021916410880794	770.748686553288	99.9336123155924
		770.833198100008	0.000217703396909394	770.833198100008	99.933637371481
		770.917728181914	0.000216259204286468	770.917728181914	99.933662168776
		771	0.000214869566624027	771	99.9336860514474
		771.086843975676	0.000213419539352875	771.086843975676	99.9337109931564
		771.171429699738	0.000212023597808278	771.171429699738	99.9337350230186
		771.256033983394	0.000210643301078148	771.256033983394	99.9337587997998
		771.340656832755	0.000209278694731249	771.340656832755	99.9337822754148
		771.425298253931	0.000207930333365153	771.425298253931	99.9338052824781
		771.509958253037	0.000206597018362832	771.509958253037	99.9338280405434
		771.59463683619	0.000205278558191553	771.59463683619	99.9338505509086
		771.67933400951	0.000203974761855075	771.67933400951	99.933872814795
		771.764049779121	0.000202685444612354	771.764049779121	99.9338948334917
		771.848784151146	0.000201410423156608	771.848784151146	99.9339166082365
		771.933537131714	0.000200149515089197	771.933537131714	99.9339381402057
		772	0.00019917066735934	772	99.9339548531847
		772.018308726955	0.000198902544488764	772.018308726955	99.933959430651
		772.103098943003	0.000197669335703569	772.103098943003	99.9339804807493
		772.187907785994	0.000196449715253353	772.187907785994	99.9340012916521
		772.272735262066	0.000195243514855551	772.272735262066	99.9340218645567
		772.357581377362	0.000194050566335558	772.357581377362	99.9340422005882
		772.442446138024	0.000192870704731962	772.442446138024	99.9340623008736
		772.5273295502	0.000191703768989696	772.5273295502	99.9340821665582
		772.612231620039	0.000190549629137233	772.612231620039	99.9341017987005
		772.697152353694	0.000189408116044689	772.697152353694	99.9341211984097
